"teryt";"nazwa";"razem";"m";"k";"razem_przed";"m_przed";"k_przed";"razem_prod";"m_prod";"k_prod";"razem_po";"m_po";"k_po";"powierzchnia";"typ"
"1015072";"Nowy Kawęczyn (2)";3386;1718;1668;644;335;309;2006;1108;898;736;275;461;104;" (2)"
"1015082";"Skierniewice (2)";7972;3981;3991;1811;973;838;4658;2496;2162;1503;512;991;131;" (2)"
"1015092";"Słupia (2)";2502;1270;1232;518;293;225;1433;784;649;551;193;358;41;" (2)"
"1016011";"Tomaszów Mazowiecki (1)";58796;27410;31386;9920;5043;4877;32782;17332;15450;16094;5035;11059;42;" (1)"
"1016022";"Będków (2)";3163;1555;1608;567;284;283;1844;1016;828;752;255;497;57;" (2)"
"1016032";"Budziszewice (2)";2098;1016;1082;448;218;230;1231;671;560;419;127;292;30;" (2)"
"1016042";"Czerniewice (2)";4888;2458;2430;1022;532;490;2835;1577;1258;1031;349;682;128;" (2)"
"1016052";"Inowłódz (2)";3660;1760;1900;601;312;289;2059;1118;941;1000;330;670;98;" (2)"
"1016062";"Lubochnia (2)";7320;3625;3695;1626;830;796;4303;2340;1963;1391;455;936;131;" (2)"
"1016072";"Rokiciny (2)";6159;2946;3213;1224;610;614;3487;1867;1620;1448;469;979;91;" (2)"
"1016082";"Rzeczyca (2)";4448;2246;2202;811;410;401;2595;1471;1124;1042;365;677;109;" (2)"
"1016092";"Tomaszów Mazowiecki (2)";11215;5497;5718;2401;1253;1148;6623;3502;3121;2191;742;1449;150;" (2)"
"1016102";"Ujazd (2)";7382;3584;3798;1406;732;674;4227;2272;1955;1749;580;1169;97;" (2)"
"1016112";"Żelechlinek (2)";3174;1559;1615;645;339;306;1799;963;836;730;257;473;92;" (2)"
"1017012";"Biała (2)";5360;2665;2695;1059;544;515;3163;1715;1448;1138;406;732;74;" (2)"
"1017022";"Czarnożyły (2)";4423;2201;2222;834;447;387;2637;1448;1189;952;306;646;70;" (2)"
"1017032";"Konopnica (2)";3586;1752;1834;656;317;339;2026;1121;905;904;314;590;83;" (2)"
"1017042";"Mokrsko (2)";5144;2569;2575;1011;508;503;3041;1696;1345;1092;365;727;78;" (2)"
"1017052";"Osjaków (2)";4652;2355;2297;957;517;440;2672;1461;1211;1023;377;646;101;" (2)"
"1017062";"Ostrówek (2)";4414;2195;2219;782;409;373;2635;1459;1176;997;327;670;101;" (2)"
"1017072";"Pątnów (2)";6256;3117;3139;1218;624;594;3708;2022;1686;1330;471;859;115;" (2)"
"1017082";"Skomlin (2)";3212;1591;1621;661;346;315;1876;1024;852;675;221;454;55;" (2)"
"1017093";"Wieluń (3)";30154;14325;15829;5084;2578;2506;17260;9178;8082;7810;2569;5241;131;" (3)"
"1017102";"Wierzchlas (2)";6458;3218;3240;1207;596;611;3843;2133;1710;1408;489;919;118;" (2)"
"1018012";"Bolesławiec (2)";3969;1970;1999;702;352;350;2373;1315;1058;894;303;591;64;" (2)"
"1018022";"Czastary (2)";3892;1951;1941;753;382;371;2353;1284;1069;786;285;501;63;" (2)"
"1018032";"Galewice (2)";6119;3076;3043;1210;620;590;3708;2030;1678;1201;426;775;136;" (2)"
"1018043";"Lututów (3)";4619;2302;2317;941;491;450;2697;1473;1224;981;338;643;76;" (3)"
"1018052";"Łubnice (2)";3908;1947;1961;699;370;329;2361;1303;1058;848;274;574;61;" (2)"
"1018062";"Sokolniki (2)";4985;2497;2488;961;499;462;2984;1632;1352;1040;366;674;80;" (2)"
"1018073";"Wieruszów (3)";14179;6874;7305;2673;1362;1311;8390;4474;3916;3116;1038;2078;97;" (3)"
"1019011";"Zduńska Wola (1)";39434;18620;20814;6718;3443;3275;22421;11885;10536;10295;3292;7003;25;" (1)"
"1019023";"Szadek (3)";7113;3547;3566;1311;696;615;4143;2266;1877;1659;585;1074;152;" (3)"
"1019032";"Zapolice (2)";5454;2767;2687;1108;579;529;3306;1835;1471;1040;353;687;81;" (2)"
"1019042";"Zduńska Wola (2)";12212;6141;6071;2568;1316;1252;7443;4062;3381;2201;763;1438;111;" (2)"
"1020011";"Głowno (1)";13342;6268;7074;2041;1030;1011;7549;4040;3509;3752;1198;2554;20;" (1)"
"1020021";"Ozorków (1)";18488;8665;9823;3063;1557;1506;10698;5675;5023;4727;1433;3294;15;" (1)"
"1020031";"Zgierz (1)";54550;25430;29120;9046;4598;4448;30965;16171;14794;14539;4661;9878;42;" (1)"
"1020043";"Aleksandrów Łódzki (3)";34527;16638;17889;6993;3658;3335;20318;10620;9698;7216;2360;4856;116;" (3)"
"1020052";"Głowno (2)";4680;2359;2321;849;452;397;2830;1542;1288;1001;365;636;105;" (2)"
"1020062";"Ozorków (2)";7209;3524;3685;1369;714;655;4164;2230;1934;1676;580;1096;96;" (2)"
"1020072";"Parzęczew (2)";5239;2615;2624;1041;524;517;3138;1706;1432;1060;385;675;104;" (2)"
"1020083";"Stryków (3)";12985;6349;6636;2530;1296;1234;7545;4072;3473;2910;981;1929;158;" (3)"
"1020092";"Zgierz (2)";15999;7848;8151;3186;1657;1529;9328;4947;4381;3485;1244;2241;199;" (2)"
"1021011";"Brzeziny (1)";12099;5697;6402;2161;1086;1075;6978;3682;3296;2960;929;2031;22;" (1)"
"1021022";"Brzeziny (2)";6071;2962;3109;1240;651;589;3634;1893;1741;1197;418;779;107;" (2)"
"1021032";"Dmosin (2)";4388;2153;2235;765;393;372;2550;1393;1157;1073;367;706;100;" (2)"
"1021042";"Jeżów (2)";3206;1578;1628;580;302;278;1883;1017;866;743;259;484;64;" (2)"
"1021052";"Rogów (2)";4610;2266;2344;875;460;415;2677;1455;1222;1058;351;707;66;" (2)"
"1061011";"Łódź (1)";664860;303069;361791;98026;50251;47775;377432;194374;183058;189402;58444;130958;293;" (1)"
"1062011";"Piotrków Trybunalski (1)";68270;31941;36329;11617;5966;5651;38511;20224;18287;18142;5751;12391;67;" (1)"
"1063011";"Skierniewice (1)";45933;21839;24094;8271;4268;4003;26017;13758;12259;11645;3813;7832;35;" (1)"
"1201011";"Bochnia (1)";28778;13761;15017;5498;2808;2690;16454;8515;7939;6826;2438;4388;30;" (1)"
"1201022";"Bochnia (2)";20529;10217;10312;4461;2289;2172;12356;6637;5719;3712;1291;2421;132;" (2)"
"1201032";"Drwinia (2)";6483;3210;3273;1273;652;621;3747;2016;1731;1463;542;921;108;" (2)"
"1201042";"Lipnica Murowana (2)";5535;2843;2692;1270;691;579;3331;1819;1512;934;333;601;60;" (2)"
"1201052";"Łapanów (2)";8514;4304;4210;1944;1007;937;5192;2772;2420;1378;525;853;72;" (2)"
"1201063";"Nowy Wiśnicz (3)";14326;7226;7100;3389;1748;1641;8514;4576;3938;2423;902;1521;82;" (3)"
"1201072";"Rzezawa (2)";11367;5611;5756;2437;1207;1230;6957;3728;3229;1973;676;1297;86;" (2)"
"1201082";"Trzciana (2)";5644;2768;2876;1350;660;690;3346;1768;1578;948;340;608;44;" (2)"
"1201092";"Żegocina (2)";5539;2762;2777;1351;712;639;3219;1703;1516;969;347;622;35;" (2)"
"1202012";"Borzęcin (2)";8149;4075;4074;1499;783;716;5030;2728;2302;1620;564;1056;103;" (2)"
"1202023";"Brzesko (3)";35604;17440;18164;6784;3451;3333;21458;11503;9955;7362;2486;4876;103;" (3)"
"1202033";"Czchów (3)";9794;4885;4909;2210;1149;1061;5807;3105;2702;1777;631;1146;66;" (3)"
"1202042";"Dębno (2)";14478;7184;7294;2996;1567;1429;8808;4679;4129;2674;938;1736;82;" (2)"
"1202052";"Gnojnik (2)";8136;4086;4050;1871;997;874;4840;2599;2241;1425;490;935;55;" (2)"
"1202062";"Iwkowa (2)";6577;3244;3333;1575;774;801;3870;2054;1816;1132;416;716;47;" (2)"
"1202072";"Szczurowa (2)";9254;4635;4619;1702;894;808;5604;3035;2569;1948;706;1242;135;" (2)"
"1203013";"Alwernia (3)";12407;6068;6339;2200;1113;1087;7428;3997;3431;2779;958;1821;74;" (3)"
"1203022";"Babice (2)";9038;4382;4656;1578;798;780;5457;2887;2570;2003;697;1306;55;" (2)"
"1203033";"Chrzanów (3)";44850;21429;23421;6959;3585;3374;25662;13739;11923;12229;4105;8124;79;" (3)"
"1203043";"Libiąż (3)";21548;10410;11138;3770;1882;1888;12766;6818;5948;5012;1710;3302;57;" (3)"
"1203053";"Trzebinia (3)";32851;15930;16921;5642;2876;2766;19056;10314;8742;8153;2740;5413;105;" (3)"
"1204012";"Bolesław (2)";2674;1370;1304;391;205;186;1721;962;759;562;203;359;36;" (2)"
"1204023";"Dąbrowa Tarnowska (3)";20930;10314;10616;4007;2065;1942;12755;6797;5958;4168;1452;2716;116;" (3)"
"1204032";"Gręboszów (2)";3235;1600;1635;448;242;206;1981;1070;911;806;288;518;49;" (2)"
"1204042";"Mędrzechów (2)";3380;1653;1727;583;289;294;2037;1089;948;760;275;485;44;" (2)"
"1204052";"Olesno (2)";7684;3800;3884;1484;759;725;4726;2510;2216;1474;531;943;78;" (2)"
"1204062";"Radgoszcz (2)";7447;3766;3681;1533;810;723;4607;2497;2110;1307;459;848;88;" (2)"
"1204073";"Szczucin (3)";12641;6292;6349;2366;1247;1119;7837;4189;3648;2438;856;1582;119;" (3)"
"1205011";"Gorlice (1)";26090;12458;13632;4430;2309;2121;14455;7732;6723;7205;2417;4788;24;" (1)"
"1205023";"Biecz (3)";16319;8061;8258;3132;1612;1520;9693;5238;4455;3494;1211;2283;98;" (3)"
"1205033";"Bobowa (3)";9578;4872;4706;2287;1160;1127;5732;3164;2568;1559;548;1011;50;" (3)"
"1205042";"Gorlice (2)";16992;8482;8510;3353;1709;1644;10308;5609;4699;3331;1164;2167;103;" (2)"
"1205052";"Lipinki (2)";6741;3351;3390;1334;696;638;4028;2184;1844;1379;471;908;66;" (2)"
"1205062";"Łużna (2)";8387;4252;4135;1831;960;871;5084;2796;2288;1472;496;976;56;" (2)"
"1205072";"Moszczenica (2)";4889;2425;2464;1101;550;551;2950;1603;1347;838;272;566;38;" (2)"
"1205082";"Ropa (2)";5530;2775;2755;1314;685;629;3324;1779;1545;892;311;581;49;" (2)"
"1205092";"Sękowa (2)";4893;2411;2482;972;464;508;2924;1584;1340;997;363;634;195;" (2)"
"1205102";"Uście Gorlickie (2)";6859;3466;3393;1549;774;775;4134;2242;1892;1176;450;726;287;" (2)"
"1206012";"Czernichów (2)";15240;7511;7729;3183;1622;1561;9264;4935;4329;2793;954;1839;85;" (2)"
"1206022";"Igołomia-Wawrzeńczyce (2)";7881;3923;3958;1561;821;740;4613;2483;2130;1707;619;1088;63;" (2)"
"1206032";"Iwanowice (2)";9757;4872;4885;2095;1069;1026;5826;3118;2708;1836;685;1151;71;" (2)"
"1206042";"Jerzmanowice-Przeginia (2)";11161;5575;5586;2252;1184;1068;6657;3575;3082;2252;816;1436;68;" (2)"
"1206052";"Kocmyrzów-Luborzyca (2)";17707;8793;8914;3790;1982;1808;10858;5728;5130;3059;1083;1976;81;" (2)"
"1206063";"Krzeszowice (3)";32064;15508;16556;5886;3066;2820;18545;9786;8759;7633;2656;4977;139;" (3)"
"1206072";"Liszki (2)";18189;8927;9262;4056;2081;1975;10858;5741;5117;3275;1105;2170;72;" (2)"
"1206082";"Michałowice (2)";12914;6487;6427;3088;1676;1412;7804;4069;3735;2022;742;1280;51;" (2)"
"1206092";"Mogilany (2)";15994;7823;8171;3717;1892;1825;9729;5017;4712;2548;914;1634;44;" (2)"
"1206103";"Skała (3)";10964;5550;5414;2250;1205;1045;6472;3499;2973;2242;846;1396;75;" (3)"
"1206113";"Skawina (3)";43995;21181;22814;8618;4399;4219;26101;13731;12370;9276;3051;6225;100;" (3)"
"1206123";"Słomniki (3)";13847;6807;7040;2665;1375;1290;8180;4351;3829;3002;1081;1921;113;" (3)"
"1206132";"Sułoszowa (2)";5718;2868;2850;1149;594;555;3336;1811;1525;1233;463;770;53;" (2)"
"1206143";"Świątniki Górne (3)";11021;5430;5591;2453;1262;1191;6648;3515;3133;1920;653;1267;20;" (3)"
"1206152";"Wielka Wieś (2)";15777;7787;7990;3923;2041;1882;9430;4877;4553;2424;869;1555;48;" (2)"
"1206162";"Zabierzów (2)";29126;14159;14967;6183;3224;2959;17055;8882;8173;5888;2053;3835;99;" (2)"
"1206172";"Zielonki (2)";26752;13015;13737;6562;3309;3253;16042;8168;7874;4148;1538;2610;49;" (2)"
"1207011";"Limanowa (1)";14578;7168;7410;3151;1697;1454;8237;4374;3863;3190;1097;2093;19;" (1)"
"1207021";"Mszana Dolna (1)";7831;3767;4064;1594;858;736;4629;2375;2254;1608;534;1074;27;" (1)"
"1207032";"Dobra (2)";10050;5059;4991;2303;1234;1069;6026;3229;2797;1721;596;1125;110;" (2)"
"1207042";"Jodłownik (2)";8736;4394;4342;2134;1045;1089;5079;2782;2297;1523;567;956;72;" (2)"
"1207052";"Kamienica (2)";7809;3885;3924;1898;978;920;4722;2497;2225;1189;410;779;95;" (2)"
"1207062";"Laskowa (2)";8137;4066;4071;2048;1034;1014;4841;2591;2250;1248;441;807;72;" (2)"
"1207072";"Limanowa (2)";25837;12890;12947;6431;3236;3195;15530;8316;7214;3876;1338;2538;152;" (2)"
"1207082";"Łukowica (2)";10154;5064;5090;2614;1364;1250;5927;3118;2809;1613;582;1031;70;" (2)"
"1207092";"Mszana Dolna (2)";17619;9025;8594;4148;2174;1974;10663;5821;4842;2808;1030;1778;170;" (2)"
"1207102";"Niedźwiedź (2)";7304;3687;3617;1755;900;855;4473;2396;2077;1076;391;685;74;" (2)"
"1207112";"Słopnice (2)";6847;3468;3379;1806;929;877;4203;2236;1967;838;303;535;57;" (2)"
"1207122";"Tymbark (2)";6430;3132;3298;1537;748;789;3827;2030;1797;1066;354;712;33;" (2)"
"1208012";"Charsznica (2)";7213;3537;3676;1191;618;573;4152;2249;1903;1870;670;1200;78;" (2)"
"1208022";"Gołcza (2)";5977;3026;2951;1090;566;524;3549;1938;1611;1338;522;816;90;" (2)"
"1208032";"Kozłów (2)";4453;2219;2234;779;386;393;2548;1413;1135;1126;420;706;86;" (2)"
"1208042";"Książ Wielki (2)";4958;2424;2534;913;454;459;2677;1467;1210;1368;503;865;138;" (2)"
"1208053";"Miechów (3)";18914;9120;9794;3251;1643;1608;10852;5768;5084;4811;1709;3102;148;" (3)"
"1208062";"Racławice (2)";2437;1230;1207;492;242;250;1363;766;597;582;222;360;59;" (2)"
"1208072";"Słaboszów (2)";3394;1714;1680;578;309;269;1910;1050;860;906;355;551;77;" (2)"
"1209013";"Dobczyce (3)";15492;7709;7783;3347;1744;1603;9393;4998;4395;2752;967;1785;66;" (3)"
"1209022";"Lubień (2)";10104;4958;5146;2334;1159;1175;6062;3216;2846;1708;583;1125;75;" (2)"
"1209033";"Myślenice (3)";45327;22269;23058;9765;5013;4752;27014;14330;12684;8548;2926;5622;154;" (3)"
"1209042";"Pcim (2)";11128;5532;5596;2464;1233;1231;6644;3565;3079;2020;734;1286;89;" (2)"
"1209052";"Raciechowice (2)";6398;3189;3209;1416;735;681;3815;2045;1770;1167;409;758;61;" (2)"
"1209062";"Siepraw (2)";9500;4770;4730;2187;1162;1025;5754;3065;2689;1559;543;1016;32;" (2)"
"1209073";"Sułkowice (3)";15146;7426;7720;3311;1615;1696;9209;4922;4287;2626;889;1737;60;" (3)"
"1209082";"Tokarnia (2)";8817;4463;4354;2116;1079;1037;5313;2886;2427;1388;498;890;69;" (2)"
"1209092";"Wiśniowa (2)";7479;3726;3753;1738;898;840;4420;2338;2082;1321;490;831;67;" (2)"
"1210011";"Grybów (1)";5982;2859;3123;1239;609;630;3452;1827;1625;1291;423;868;17;" (1)"
"1210022";"Chełmiec (2)";29325;14737;14588;6981;3664;3317;18050;9583;8467;4294;1490;2804;112;" (2)"
"1210032";"Gródek nad Dunajcem (2)";8953;4505;4448;2027;1039;988;5416;2905;2511;1510;561;949;88;" (2)"
"1210042";"Grybów (2)";25249;12672;12577;6409;3266;3143;15012;8082;6930;3828;1324;2504;154;" (2)"
"1210052";"Kamionka Wielka (2)";10432;5166;5266;2585;1314;1271;6355;3363;2992;1492;489;1003;65;" (2)"
"1210062";"Korzenna (2)";14344;7260;7084;3461;1776;1685;8696;4704;3992;2187;780;1407;107;" (2)"
"1210073";"Krynica-Zdrój (3)";15933;7666;8267;3059;1569;1490;9133;4866;4267;3741;1231;2510;145;" (3)"
"1210082";"Łabowa (2)";5959;3060;2899;1526;806;720;3619;1952;1667;814;302;512;119;" (2)"
"1210092";"Łącko (2)";16615;8387;8228;4247;2184;2063;9886;5332;4554;2482;871;1611;132;" (2)"
"1210102";"Łososina Dolna (2)";11106;5531;5575;2792;1407;1385;6539;3489;3050;1775;635;1140;85;" (2)"
"1210113";"Muszyna (3)";11251;5468;5783;2318;1166;1152;6638;3500;3138;2295;802;1493;141;" (3)"
"1210122";"Nawojowa (2)";8760;4327;4433;2180;1076;1104;5300;2817;2483;1280;434;846;50;" (2)"
"1210133";"Piwniczna-Zdrój (3)";10113;4967;5146;2064;1032;1032;6106;3263;2843;1943;672;1271;126;" (3)"
"1210142";"Podegrodzie (2)";13405;6741;6664;3479;1826;1653;8022;4235;3787;1904;680;1224;65;" (2)"
"1210152";"Rytro (2)";3692;1845;1847;777;412;365;2211;1188;1023;704;245;459;42;" (2)"
"1210163";"Stary Sącz (3)";23542;11721;11821;5200;2701;2499;14216;7590;6626;4126;1430;2696;101;" (3)"
"1211011";"Nowy Targ (1)";33130;15673;17457;6014;3091;2923;19815;10168;9647;7301;2414;4887;51;" (1)"
"1211023";"Szczawnica (3)";6828;3303;3525;1252;624;628;4061;2219;1842;1515;460;1055;88;" (3)"
"1211032";"Czarny Dunajec (2)";22102;10874;11228;4452;2287;2165;13623;7181;6442;4027;1406;2621;218;" (2)"
"1211042";"Czorsztyn (2)";7632;3748;3884;1641;816;825;4617;2443;2174;1374;489;885;62;" (2)"
"1211052";"Jabłonka (2)";18941;9299;9642;4544;2278;2266;11524;6058;5466;2873;963;1910;212;" (2)"
"1211062";"Krościenko nad Dunajcem (2)";6705;3246;3459;1456;726;730;3881;2069;1812;1368;451;917;57;" (2)"
"1211072";"Lipnica Wielka (2)";6088;3013;3075;1506;773;733;3666;1909;1757;916;331;585;67;" (2)"
"1211082";"Łapsze Niżne (2)";9221;4601;4620;1853;963;890;5689;3022;2667;1679;616;1063;126;" (2)"
"1211092";"Nowy Targ (2)";24065;11884;12181;5016;2562;2454;14933;7821;7112;4116;1501;2615;208;" (2)"
"1211102";"Ochotnica Dolna (2)";8403;4191;4212;1885;908;977;5178;2783;2395;1340;500;840;141;" (2)"
"1211112";"Raba Wyżna (2)";14507;7180;7327;3106;1568;1538;8830;4732;4098;2571;880;1691;89;" (2)"
"1211123";"Rabka-Zdrój (3)";16757;8019;8738;3073;1579;1494;9863;5177;4686;3821;1263;2558;69;" (3)"
"1211132";"Spytkowice (2)";4664;2306;2358;1086;552;534;2796;1473;1323;782;281;501;32;" (2)"
"1211142";"Szaflary (2)";11189;5560;5629;2430;1246;1184;6874;3643;3231;1885;671;1214;54;" (2)"
"1212011";"Bukowno (1)";9710;4632;5078;1487;767;720;5477;2938;2539;2746;927;1819;65;" (1)"
"1212032";"Bolesław (2)";7648;3695;3953;1278;661;617;4323;2304;2019;2047;730;1317;41;" (2)"
"1212042";"Klucze (2)";14707;7136;7571;2514;1325;1189;8511;4536;3975;3682;1275;2407;119;" (2)"
"1212053";"Olkusz (3)";46611;22495;24116;7981;4102;3879;26457;14132;12325;12173;4261;7912;151;" (3)"
"1212062";"Trzyciąż (2)";6971;3530;3441;1310;685;625;4191;2326;1865;1470;519;951;95;" (2)"
"1212073";"Wolbrom (3)";22220;10869;11351;3832;1964;1868;13231;7110;6121;5157;1795;3362;147;" (3)"
"1213011";"Oświęcim (1)";36580;17275;19305;5982;3116;2866;20581;10919;9662;10017;3240;6777;30;" (1)"
"1213023";"Brzeszcze (3)";20748;10066;10682;3727;1920;1807;12028;6484;5544;4993;1662;3331;46;" (3)"
"1213033";"Chełmek (3)";12478;6135;6343;2094;1079;1015;7345;4004;3341;3039;1052;1987;27;" (3)"
"1213043";"Kęty (3)";33432;16302;17130;6398;3314;3084;19567;10460;9107;7467;2528;4939;76;" (3)"
"1213052";"Osiek (2)";8159;3984;4175;1676;835;841;4929;2605;2324;1554;544;1010;41;" (2)"
"1213062";"Oświęcim (2)";18886;9271;9615;3655;1895;1760;11320;6040;5280;3911;1336;2575;75;" (2)"
"1213072";"Polanka Wielka (2)";4318;2159;2159;875;445;430;2647;1428;1219;796;286;510;24;" (2)"
"1213082";"Przeciszów (2)";6478;3133;3345;1241;613;628;3788;2054;1734;1449;466;983;35;" (2)"
"1213093";"Zator (3)";9113;4502;4611;1759;881;878;5477;2975;2502;1877;646;1231;52;" (3)"
"1214012";"Koniusza (2)";9063;4513;4550;1868;952;916;5345;2889;2456;1850;672;1178;89;" (2)"
"1214023";"Koszyce (3)";5283;2579;2704;836;413;423;3179;1708;1471;1268;458;810;66;" (3)"
"1214033";"Nowe Brzesko (3)";5694;2856;2838;996;534;462;3391;1836;1555;1307;486;821;54;" (3)"
"1214042";"Pałecznica (2)";3522;1766;1756;703;351;352;2017;1117;900;802;298;504;48;" (2)"
"1214053";"Proszowice (3)";15719;7639;8080;2744;1370;1374;9336;5048;4288;3639;1221;2418;100;" (3)"
"1214062";"Radziemice (2)";3241;1638;1603;590;309;281;1931;1078;853;720;251;469;58;" (2)"
"1215011";"Jordanów (1)";5392;2569;2823;1065;544;521;3144;1620;1524;1183;405;778;21;" (1)"
"1215021";"Sucha Beskidzka (1)";8913;4282;4631;1526;793;733;5253;2802;2451;2134;687;1447;28;" (1)"
"1215032";"Budzów (2)";8809;4405;4404;2067;1064;1003;5337;2865;2472;1405;476;929;74;" (2)"
"1215042";"Bystra-Sidzina (2)";6811;3417;3394;1498;760;738;4199;2286;1913;1114;371;743;81;" (2)"
"1215052";"Jordanów (2)";11204;5579;5625;2485;1262;1223;6701;3592;3109;2018;725;1293;92;" (2)"
"1215063";"Maków Podhalański (3)";15829;7797;8032;3115;1616;1499;9475;5059;4416;3239;1122;2117;109;" (3)"
"1215072";"Stryszawa (2)";11958;5873;6085;2378;1190;1188;7171;3844;3327;2409;839;1570;114;" (2)"
"1215082";"Zawoja (2)";8852;4479;4373;1788;961;827;5265;2887;2378;1799;631;1168;128;" (2)"
"1215092";"Zembrzyce (2)";5446;2707;2739;1032;548;484;3279;1749;1530;1135;410;725;39;" (2)"
"1216013";"Ciężkowice (3)";11041;5515;5526;2401;1216;1185;6514;3524;2990;2126;775;1351;103;" (3)"
"1216022";"Gromnik (2)";8742;4368;4374;1916;951;965;5274;2889;2385;1552;528;1024;70;" (2)"
"1216032";"Lisia Góra (2)";15569;7746;7823;3515;1789;1726;9516;5056;4460;2538;901;1637;105;" (2)"
"1216042";"Pleśna (2)";11799;5915;5884;2350;1217;1133;7218;3887;3331;2231;811;1420;83;" (2)"
"1216053";"Radłów (3)";9413;4643;4770;1664;844;820;5873;3150;2723;1876;649;1227;86;" (3)"
"1216063";"Ryglice (3)";11286;5648;5638;2316;1185;1131;6964;3768;3196;2006;695;1311;117;" (3)"
"1216072";"Rzepiennik Strzyżewski (2)";6601;3304;3297;1400;755;645;3930;2095;1835;1271;454;817;71;" (2)"
"1216082";"Skrzyszów (2)";14095;7068;7027;2885;1494;1391;8679;4680;3999;2531;894;1637;86;" (2)"
"1216092";"Tarnów (2)";26276;12910;13366;5194;2661;2533;16213;8552;7661;4869;1697;3172;83;" (2)"
"1216103";"Tuchów (3)";17180;8494;8686;3352;1697;1655;10395;5604;4791;3433;1193;2240;100;" (3)"
"1216112";"Wierzchosławice (2)";10611;5242;5369;1998;1036;962;6372;3422;2950;2241;784;1457;75;" (2)"
"1216122";"Wietrzychowice (2)";3794;1909;1885;564;289;275;2372;1308;1064;858;312;546;48;" (2)"
"1216133";"Wojnicz (3)";13079;6479;6600;2574;1321;1253;7976;4265;3711;2529;893;1636;79;" (3)"
"1216143";"Zakliczyn (3)";12418;6199;6219;2676;1368;1308;7460;4047;3413;2282;784;1498;122;" (3)"
"1216153";"Żabno (3)";18555;9100;9455;3259;1701;1558;11542;6122;5420;3754;1277;2477;102;" (3)"
"1216162";"Szerzyny (2)";7579;3814;3765;1509;799;710;4516;2467;2049;1554;548;1006;82;" (2)"
"1217011";"Zakopane (1)";25562;11939;13623;4128;2107;2021;14668;7629;7039;6766;2203;4563;84;" (1)"
"1217022";"Biały Dunajec (2)";6860;3348;3512;1424;737;687;4227;2217;2010;1209;394;815;35;" (2)"
"1217032";"Bukowina Tatrzańska (2)";13495;6703;6792;2963;1532;1431;8122;4325;3797;2410;846;1564;132;" (2)"
"1217042";"Kościelisko (2)";9026;4416;4610;1811;922;889;5510;2911;2599;1705;583;1122;137;" (2)"
"1217052";"Poronin (2)";11758;5811;5947;2671;1421;1250;7110;3731;3379;1977;659;1318;84;" (2)"
"1218013";"Andrychów (3)";42458;20792;21666;8465;4335;4130;24955;13500;11455;9038;2957;6081;100;" (3)"
"1218022";"Brzeźnica (2)";10759;5284;5475;2298;1167;1131;6475;3462;3013;1986;655;1331;66;" (2)"
"1218033";"Kalwaria Zebrzydowska (3)";19903;9854;10049;3994;2041;1953;11974;6440;5534;3935;1373;2562;75;" (3)"
"1218042";"Lanckorona (2)";6265;3060;3205;1312;663;649;3801;2016;1785;1152;381;771;40;" (2)"
"1218052";"Mucharz (2)";4142;2048;2094;890;462;428;2442;1318;1124;810;268;542;37;" (2)"
"1218062";"Spytkowice (2)";10185;4966;5219;2095;1058;1037;6268;3319;2949;1822;589;1233;52;" (2)"
